CustomerID,min,max,mean,min_recency,max_recency,frequency,monetary_value,quantity,cluster,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_20,Cluster_21,Cluster_22,Cluster_23,Cluster_24,Cluster_25,Cluster_26,Cluster_27,Cluster_28,Cluster_29,Cluster_30,Cluster_31,Cluster_32,Cluster_33,Cluster_34,Cluster_35,Cluster_36,Cluster_37,Cluster_38,Cluster_39,Cluster_40,Cluster_41,Cluster_42,Cluster_43,Cluster_44,Cluster_45,Cluster_46,Cluster_47,Cluster_48,Cluster_49,Cluster_50,Cluster_51,Cluster_52,Cluster_53,Cluster_54,Cluster_55,Cluster_56,Cluster_57,Cluster_58,Cluster_59,Cluster_60,Cluster_61,Cluster_62,Cluster_63,Cluster_64,Cluster_65,Cluster_66,Cluster_67,Cluster_68,Cluster_69,Cluster_70,Cluster_71,Cluster_72,Cluster_73,Cluster_74,Cluster_75,Cluster_76,Cluster_77,Cluster_78,Cluster_79,Cluster_80,Cluster_81,Cluster_82,Cluster_83,Cluster_84,Cluster_85,Cluster_86,Cluster_87,Cluster_88,Cluster_89,Cluster_90,Cluster_91,Cluster_92,Cluster_93,Cluster_94,Cluster_95,Cluster_96,Cluster_97,Cluster_98,Cluster_99,Cluster_100,Cluster_101,Cluster_102,Cluster_103,Cluster_104
12346,0.0,0.0,0.0,325.0,325.0,1,0.0,74215,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12747,17.700000000000003,243.0,62.68090909090909,2.0,369.0,11,4196.01,1275,1,0.004718768544402896,0.0,0.0,0.0,0.0,0.0,0.09408938491566989,0.0,0.0,0.0,0.0,0.0,0.0354431948446262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028455604252611406,0.010938963443843078,0.0,0.00826499460201477,0.009294544102611766,0.0,0.014299298619402717,0.0,0.0,0.033698680413059075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1932788530055934,0.0,0.030421757812779282,0.0,0.022640556147387636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04188741208910369,0.00378931413414172,0.0,0.0,0.0,0.0,0.0077216212544774674,0.0,0.0,0.0,0.0,0.0,0.0,0.004957090188059609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00378931413414172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07745453418843139,0.0,0.0,0.0,0.0,0.0,0.37485611330764224,0.0,0.0,0.0,0.0,0.0,0.0
12748,0.0,175.2,9.60252427184466,0.0,373.0,206,30064.95,25051,2,0.00645036828599416,0.019786162957197678,0.002830538550704393,0.0051029521086847,0.004253457930247683,0.00498420918710991,0.04154006575763475,0.020592417416293737,0.00011308849673789585,0.013657099047229422,0.0007477145313729114,0.006657253712379369,0.017162842446104193,0.01764845775562575,0.01416034285771306,0.0015862324733618392,0.004931323684223658,0.0026708842023685404,0.000291036572487232,0.02104443879001962,0.008188605003500759,0.01962418031628193,0.0008657922264963027,0.002630970615284577,0.017727952316567975,0.020761717548174883,0.0063036858534605954,0.022755401223018844,0.010356245395385663,0.004040918079025579,0.015804117419120946,0.011160836788353222,0.008334954822808624,0.006292377003786805,0.003487449671461288,0.007863641881992157,0.023238688239960496,0.008460350008897409,0.007852333032318368,0.03444941701216868,0.002070517329980593,0.003796114744910604,0.009692349396889073,0.02346586307311339,0.0006685525836563843,0.00945685923309369,0.0023948152250377946,0.008467002273411402,0.00823117949639032,0.015147206298364052,0.0005654424836894793,0.005639457241738307,0.009263943562187868,0.004032935361608786,0.004773332402016304,0.00463629575302803,0.008485961227276285,0.003752542412343944,0.016464354672134838,0.0012792304660410217,0.005607526372071136,0.020550175536629876,0.005674381630436774,0.011674391608833549,0.00408349257191514,0.012976572387447849,0.0027719986229812472,0.00982772297974885,0.002032266809025128,0.005926169842291442,0.005571604143695568,0.0017076363007422276,0.0021520075702770184,0.01839583967377296,0.01507137048290452,0.0006269759304439226,0.002622655284642085,0.010158007912868645,0.01083720411974742,0.024827249005902233,0.004765682297825211,0.0026100159820654965,0.006455024871153956,0.010494612497276734,0.0038227238029665796,0.004362555068277182,0.013229358438979617,0.0098822715487636,0.0070713571783754875,0.01328124610218877,0.023133249847413696,0.017015162173893532,0.029639497155325406,0.0023695366198846182,0.0020568801877269057,0.00630900766507179,0.006908709311008338,0.0025395019782171614,0.006562458943054957,0.006464338041473547,0.010804608023628851,0.020093830190969896,0.01282323769040029,0.011802780313953631,0.003712628825259981
12749,14.850000000000001,24.75,18.68,3.0,213.0,5,3818.2,1470,1,0.0,0.01052852129275575,0.0,0.0038892671939657437,0.0,0.0033392698130008907,0.00886281493897648,0.008459483526268923,0.0,0.028023676077732967,0.0,0.0,0.0,0.013749934524121314,0.02455345450735949,0.01589754334503169,0.0,0.0,0.0,0.03546173589649573,0.013553506888062438,0.07863653030223666,0.0,0.0,0.008210675187261015,0.0,0.0,0.03196532397464774,0.0,0.007817819915143262,0.01524278455816877,0.006128542245036928,0.0,0.01901419517049919,0.01964276360588759,0.005107118537530774,0.017246346445969306,0.009051385469593004,0.004452359750667854,0.004007123775601068,0.0,0.03320936566968729,0.0,0.013357079252003563,0.0,0.0,0.002160703996647635,0.02727463202556179,0.009114242313131841,0.0,0.0,0.0,0.00770520140380284,0.008773767743963124,0.0,0.024066313969933476,0.0,0.0,0.0,0.0,0.0,0.0051856895919543235,0.04521764182075324,0.0,0.00432140799329527,0.007935676496778586,0.0,0.003928552721177518,0.02405583782934367,0.00432140799329527,0.004635692210989473,0.0,0.0,0.01241422659892096,0.0,0.0,0.0,0.010371379183908649,0.0054344979309622335,0.0,0.013068985385783877,0.0,0.0,0.011785658163532555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03284270074904406,0.00432140799329527,0.007857105442355036,0.017809439002671415,0.0,0.0,0.0,0.030498664292074807,0.029071290136713637,0.08562935414593266,0.03653554030695092,0.02650463569221099,0.057749725001309524,0.0
12820,13.200000000000001,15.0,14.55,3.0,326.0,4,942.34,722,1,0.010824118683277796,0.0,0.0,0.0,0.0,0.0,0.10081287008935204,0.121421143111828,0.0,0.015917821593055586,0.0,0.0,0.0,0.027060296708194494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058683702273064915,0.0,0.0,0.010611881062037056,0.0,0.0,0.0,0.03756605895961119,0.0,0.013243627565422246,0.0,0.0,0.018040197805462996,0.04711675191544453,0.0,0.010824118683277796,0.0,0.0,0.0,0.01676677207801855,0.0,0.010569433537788907,0.015917821593055586,0.056030732007555664,0.0,0.03183564318611117,0.0,0.0,0.0,0.0,0.0,0.018401001761572257,0.0,0.0,0.0,0.0,0.0,0.015917821593055586,0.026423583844472274,0.0,0.0,0.0,0.0,0.015854150306683364,0.0,0.0,0.0,0.0,0.0,0.0,0.018783029479805594,0.0,0.0,0.02101152450283337,0.0,0.0,0.0,0.015917821593055586,0.0,0.0,0.0,0.0,0.05284716768894454,0.0,0.0,0.02960714816308339,0.0,0.015917821593055586,0.0673854447439353,0.0,0.0,0.0,0.0,0.0,0.040112910414500075,0.0,0.047435108347305646,0.01114247511513891,0.0,0.0,0.0
12821,19.92,19.92,19.92,214.0,214.0,1,92.72,70,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18334771354616047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22001725625539256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21484037963761865,0.0,0.0,0.21354616048317512,0.0,0.0,0.0,0.16824849007765316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12822,10.4,20.4,15.399999999999999,70.0,87.0,2,918.98,550,4,0.0,0.0,0.0,0.06888071557596465,0.0,0.0,0.0,0.03773749156673703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07910944743084725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05451696446059762,0.0,0.0,0.0,0.0,0.0,0.0,0.14951359115541143,0.02720407408213454,0.0,0.0,0.0,0.06463688001915167,0.01775881956081743,0.018498770375851487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014363751115367038,0.0,0.0,0.0,0.0,0.03351541926918975,0.0,0.0,0.046682191124942866,0.0,0.0,0.0,0.0,0.0,0.0430912533461011,0.0,0.03231844000957584,0.0,0.017954688894208797,0.0,0.03251430934296721,0.0,0.0,0.0,0.0,0.0,0.05484341334958324,0.05484341334958324,0.0,0.03873860149295959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08585605780321662,0.02742170667479162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12823,229.5,535.5,351.9,74.0,296.0,5,1759.5,230,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12824,5.04,5.04,5.04,59.0,59.0,1,397.12,232,4,0.0,0.0,0.0,0.0,0.0,0.0,0.24843875906527,0.2452155519742144,0.0,0.01269137792103143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08309830781627722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04457091055600324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025080580177276393,0.0,0.0,0.0,0.03777195809830783,0.0,0.0,0.0,0.0,0.0,0.04366438356164385,0.01269137792103143,0.0,0.0,0.0,0.0,0.0,0.0,0.025080580177276393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05665793714746174,0.0,0.0,0.025080580177276393,0.09629331184528607,0.0,0.0,0.0,0.0,0.04366438356164385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12826,10.5,20.8,17.071428571428573,2.0,365.0,7,1468.1200000000001,1058,1,0.0,0.04086859384791434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014304007846770017,0.0,0.0,0.0,0.0,0.0,0.01205623518513473,0.0,0.0,0.0,0.0,0.05374220091000736,0.0,0.0,0.0,0.0,0.0,0.0,0.09665422445031743,0.029084815955099038,0.0,0.0,0.01004686265427894,0.08596027572677983,0.022273383647113315,0.01004686265427894,0.0,0.0,0.0,0.08173718769582868,0.0,0.0,0.0,0.0,0.008991090646541154,0.0,0.0,0.0,0.0,0.013622864615971446,0.04383156690188812,0.0,0.0,0.006865923766449608,0.0,0.0,0.0,0.0,0.04045990790943519,0.0,0.0,0.0,0.0,0.0,0.00310601313244149,0.0,0.06777375146445794,0.008991090646541154,0.0,0.0,0.009481513772716124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31267880009808463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027422826471950518,0.0,0.0,0.0
